Card_id,FleetCompany_id,Expiry_date,Balance_spent,card_number
99750865120001,9975086512,2026-08-30,0,0001
99750865120002,9975086512,2028-10-10,0,0002
99750865120003,9975086512,2025-07-02,0,0003
99728100670001,9972810067,2028-10-25,0,0001
99728100670002,9972810067,2028-07-28,0,0002
99728100670003,9972810067,2027-06-06,0,0003
99722151920001,9972215192,2025-04-18,0,0001
99722151920002,9972215192,2025-10-20,0,0002
99722151920003,9972215192,2027-07-17,0,0003
99722151920004,9972215192,2025-09-29,0,0004
99722151920005,9972215192,2026-12-15,0,0005
99722151920006,9972215192,2026-05-11,0,0006
99722151920007,9972215192,2026-04-01,0,0007
99722151920008,9972215192,2026-12-24,0,0008
99722151920009,9972215192,2024-12-02,0,0009
99722151920010,9972215192,2025-10-07,0,0010
99729699630001,9972969963,2026-04-18,0,0001
99729699630002,9972969963,2025-05-05,0,0002
99729699630003,9972969963,2027-09-02,0,0003
99729699630004,9972969963,2024-11-19,0,0004
99729699630005,9972969963,2028-05-22,0,0005
99729699630006,9972969963,2027-05-04,0,0006
99729699630007,9972969963,2026-12-18,0,0007
99790429860001,9979042986,2027-08-01,0,0001
99790429860002,9979042986,2027-09-19,0,0002
99735236090001,9973523609,2027-07-23,0,0001
99735236090002,9973523609,2026-01-15,0,0002
99735236090003,9973523609,2028-01-12,0,0003
99784087830001,9978408783,2025-09-22,0,0001
99784087830002,9978408783,2028-09-25,0,0002
99784087830003,9978408783,2028-04-22,0,0003
99784087830004,9978408783,2026-03-09,0,0004
99784087830005,9978408783,2027-05-20,0,0005
99733444680001,9973344468,2024-12-12,0,0001
99733444680002,9973344468,2028-08-26,0,0002
99733444680003,9973344468,2025-07-29,0,0003
99733444680004,9973344468,2026-11-22,0,0004
99733444680005,9973344468,2025-10-20,0,0005
99733444680006,9973344468,2027-02-01,0,0006
99733444680007,9973344468,2025-07-12,0,0007
99733444680008,9973344468,2026-11-18,0,0008
99780039010001,9978003901,2028-11-12,0,0001
99745573690001,9974557369,2026-07-13,0,0001
99759187500001,9975918750,2028-04-16,0,0001
99759187500002,9975918750,2026-11-09,0,0002
99759187500003,9975918750,2025-07-22,0,0003
99794847590001,9979484759,2028-06-29,0,0001
99794847590002,9979484759,2026-01-20,0,0002
99794847590003,9979484759,2024-12-20,0,0003
99794847590004,9979484759,2025-03-02,0,0004
99771265820001,9977126582,2027-07-13,0,0001
99771265820002,9977126582,2027-01-10,0,0002
99739607950001,9973960795,2028-06-20,0,0001
99739607950002,9973960795,2026-12-14,0,0002
99739607950003,9973960795,2025-01-11,0,0003
99739607950004,9973960795,2028-10-11,0,0004
99739607950005,9973960795,2025-06-20,0,0005
99739607950006,9973960795,2028-02-22,0,0006
99739607950007,9973960795,2028-09-01,0,0007
99739607950008,9973960795,2025-12-16,0,0008
99739607950009,9973960795,2025-03-26,0,0009
99739607950010,9973960795,2026-05-17,0,0010
99722679730001,9972267973,2028-09-21,0,0001
99722679730002,9972267973,2024-12-04,0,0002
99722679730003,9972267973,2026-03-15,0,0003
99795649860001,9979564986,2027-11-08,0,0001
99795649860002,9979564986,2026-03-07,0,0002
99795649860003,9979564986,2027-11-05,0,0003
99795649860004,9979564986,2027-08-03,0,0004
99795649860005,9979564986,2025-01-18,0,0005
99751555650001,9975155565,2025-10-04,0,0001
99751555650002,9975155565,2026-03-25,0,0002
99751555650003,9975155565,2026-01-09,0,0003
99751555650004,9975155565,2026-06-10,0,0004
99751555650005,9975155565,2025-01-29,0,0005
99751555650006,9975155565,2027-06-12,0,0006
99751555650007,9975155565,2028-02-26,0,0007
99751555650008,9975155565,2028-01-22,0,0008
99751555650009,9975155565,2025-11-10,0,0009
99740489040001,9974048904,2027-02-23,0,0001
99740489040002,9974048904,2027-08-03,0,0002
99740489040003,9974048904,2027-09-15,0,0003
99740489040004,9974048904,2027-11-09,0,0004
99740489040005,9974048904,2025-09-06,0,0005
99740489040006,9974048904,2027-12-08,0,0006
99782224770001,9978222477,2025-06-14,0,0001
99782224770002,9978222477,2026-10-18,0,0002
99782224770003,9978222477,2028-02-26,0,0003
99782224770004,9978222477,2028-03-27,0,0004
99782224770005,9978222477,2025-06-02,0,0005
99782224770006,9978222477,2028-05-31,0,0006
99782224770007,9978222477,2025-03-16,0,0007
99782224770008,9978222477,2026-05-04,0,0008
99782224770009,9978222477,2026-09-20,0,0009
99740792760001,9974079276,2028-07-23,0,0001
99740792760002,9974079276,2027-12-11,0,0002
99740792760003,9974079276,2027-04-10,0,0003
99740792760004,9974079276,2028-03-02,0,0004
99740792760005,9974079276,2028-09-12,0,0005
99740792760006,9974079276,2028-09-04,0,0006
99740792760007,9974079276,2025-01-11,0,0007
99740792760008,9974079276,2027-01-19,0,0008
